text,hatebert_pred,roberta_pred,token_len,char_len,hb_lex_occurr,hb_lex_ngrams_prop,label
Who benefits from the explosion in the sea of #Oman    #CopaAmerica   #GrahamNorton   #DoctorsFightBack   #LifeAfterLockup   #INDvPAK   #DoctorsUnderOppression   #SaturdayMotivation   #தவிக்கும்தமிழ்நாடு   #INDvsPAK   #Oman   #SaturdayMorning   #Iran   #Trump   #SearchWWW ,0,0,39,273,0,0.0,0
@republic Abusing Modi who is taking Bharat on top ranking on world map Shame #GandiNaaliAbuse ,0,0,17,95,0,0.0,0
"#GandiNaaliAbuse | During the electoral process a lot of filthy language was used, but what happened today. It was against the Prime  Minister of the country: Smita Prakash- Editor, ANI\n",0,0,35,187,0,0.0,0
"Personally, I say lets go the whole hog & get @BorisJohnson elected to PM. Him & #Trump would be a bumbling comedy double act destroying lives & the planet but making great TV! After all, it's not about policy, it's about personality & pandering to fear. Fuck your kids future! ",1,0,61,278,0,0.0,1
Misuse of right to speech #GandiNaaliAbuse,0,0,7,42,0,0.0,0
"E Jean Carrol is not needed to smear President Trump. He can do that all by himself. By the way, she should get some assistance. TL",0,0,30,131,0,0.0,0
"#GandiNaaliAbuse The stinking drain is only a symbol of the place where the Congi family finds itself in. The abuse was born out of desperation and rage, and is no reflection on the PM who is an exemplary leader.",1,0,43,212,0,0.0,0
#DonaldTrump Has Sold Out America To The Fricking Enemy Russian Commie Soviet 'REDS'  #MoreSanctionsOnRussia 'NOW'  #FuckTrump  Nuff Said ! .😠 ,0,0,25,143,0,0.0,1
@DiamondandSilk @realDonaldTrump Paid actors #ImpeachTrump #TrumpIsATraitor,0,0,10,75,0,0.0,0
So from next match onwards other country’s players will wear military and police logo of their country and then cricket will be a great war without balls and bats... Totally disgusting #dhonigloves #DhoniKeepsTheGlove,0,0,38,217,0,0.0,0
#DoctorsFightBack #Doctorsprotest #DoctorsStrike I support my fellow colleagues. ,0,0,12,81,0,0.0,0
"@kashish_chawla_ @cricketworldcup @ICC I agree! England Cricket Board were just too clever to not bribe ICC to fix their beloved team's matches on occasions where the forecast is good in order to get a safe entry into the Semi-finals. But, don't be too happy because weather factor won't save you in semis. #ShameOnICC",0,0,64,318,0,0.0,0
Of course @VP is a fucking bigot from a former person from Indiana go fuck yourself Mike Pence you are as big of a piece of shit as @realDonaldTrump #FuckTrump #FuckMikePence ,1,0,35,175,0,0.799,1
Where's Wally!? #BorisJohnsonShouldNotBePM #WheresBoris #ToryLeadership,0,0,11,71,0,0.0,0
SAY NO #Beijing2022 #Olympics  #China #CCP #Genocide #StopChina #BoycottChina #StopGenocideChina  #Tibet #FreeTibet #SaveTibet #Uyghur #FreeUyghur #SaveUyghur  #EastTurkistan #FreedomForEastTurkistan #FreeMongolia #FreeSouthMongolia #ウイグル  ,0,0,40,240,0,0.0,0
Left illiberals and ecosystem journos as always trying to skirt the issue about the murderous  attack on a doctor in Kolkata and trying to make it a doctors' integrity and trust issue. There are two questions that need to be answered. #DoctorsFightBack,0,0,46,252,0,0.0,0
@AaronBlake There's no lost in translation when this #douchebag speaks!!! #sad #dipshit,1,0,20,87,0,0.0,0
@BorisJohnson Next Up:  Food banks now accepting  online deliveries 🚚 #BorisJohnsonShouldNotBePM,0,0,14,96,0,0.0,0
This is what your country will soon look like if you EVER let #China in-in any way‼️Finance/joint ventures/land ownership/infrastructure or 5G‼️Yes they own HK but we got complacent while Britain had it’s 99 year lease-this is no longer the #HongKong we knew!💔💔💔#BoycottChina🇨🇳 ,0,0,50,278,0,0.0,0
"@realDonaldTrump Good riddance.  Next up, putting you in jail.  #fucktrump #fuckthegop #impeachtrump #trumpresign #traitortrump #draintheswamp #voteoutgop",1,0,27,154,0,0.0,1
What a mother fucking MAROON!!!!   #FuckTrump #TrumpLies #FuckingMoron #BigLightBehindYou #BlankPaper ,1,0,19,102,0,0.0,1
"Dear @ICC    Next time choose Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow    And let me remind you when @myogiadityanath govt can well organized #Kumbh,   it is just a match #ChooseWisely 😎 🤷     #ShameOnICC    @PMOIndia @narendramodi it's a #NewIndia #NewManagement ",0,0,52,280,0,0.0,0
"@msdhoni is a world class player and a role model for me, as far as tomorrow's game is concerned I feel we will see him donning the camouflaged gloves, because no power in the world can stop him from showing luv fr hs country and the @adgpi #DhoniVsICC #DhoniKeepsTheGlove #Dhoni",0,0,58,279,0,0.0,0
@PritishNandy How low can u fall in ur hate for BJP? You are even willing to condone the murder of hindus in Bengal....have some shame. #shameless @MamataOfficial is a #murderer #Didler #MamataKaTerror,1,0,42,201,0,0.0,0
"@realDonaldTrump I'm looking forward to seeing the Secret Service escorting you out of the White House. Then, I'll look forward to seeing the Feds escort you out of your home in handcuffs. #TrumpisaTraitor #TrumpisaCriminal",0,0,42,223,0,0.0,0
"@cricketnext @ICC @msdhoni @BCCI under this new administration has been toothless. Whats the point of holding all the power ? ICC feared d previous regimes of BCCI, not so much anymre. Srinivasan wud hv ensured dat ICC bows to #BCCI 's demand. #DhoniKeepsTheGlove #Dhoni @imVkohli @msdhoni @RaviShastriOfc",0,0,61,305,0,0.0,0
@realDonaldTrump @nytimes @CNN There is only ONE enemy of the state: YOU #LyingTrump #moneylaundering #rapist,0,0,22,109,0,0.0,1
#ToryLeadershipDebate Brexit #Brexit Boris Johnson #borisjohnson #BorisJohnsonShouldNotBePM #Boris ,0,0,13,99,0,0.0,0
"Alabama banned abortion for rape victims. It's also protecting rapists' parental rights. - The Washington Post- Now a #rapist is considered a good, responsible #parent in #Alabama according to their #AlabamaAbortionBan- #disgusting !  ",0,0,43,235,0,0.0,0
"Some of you out there aren't old enough to remember this travesty. A total miscarriage of justice. Not everyone you follow is worthy, least of all a #murderer. #HeDidIt ",1,0,36,169,0,0.0,0
@drgeorgekro @realDonaldTrump     Agree. By The hand of @HillaryClinton. 🤣😂🤣 #douchebag,0,0,16,87,0,0.0,0
Is God a Tory? Waiting to be anointed.   #BorisJohnsonShouldNotBePM ,0,0,12,68,0,0.0,1
"@maggieNYT Narcissists don’t need to explain themselves, you should be able to know exactly what they are communicating at all times because it is THAT important. #fucktrump",0,0,33,173,0,0.0,1
We have fought many battles in our life. We have saved many people. Sacrificed many things for the people who bitch about us on our back and never stood and will stand with us. But we know what we are capable of. And we will.....👇    #GoDoctors  #DoctorsFightBack #SaveTheDoctors ,0,0,57,280,1,0.0,1
@realDonaldTrump @senatemajldr @MarkWarner Happy #JohnMCainDay  #TrumpsWorseThanNixon  #TrumpIsATraitor  #TrumpIsNotExonerated  #TrumpIsACriminal,0,0,17,145,0,0.0,1
"#VOMIT  #TrumpIsATraitor   #ImpeachTrumpNow   Happy #JohnMcCainDay,  Treasonous, weak @LindseyGrahamSC .  ",0,0,16,106,0,0.0,1
#DoctorsFightBack we want justice ,0,0,5,34,0,0.0,1
@KagisoRabada25 before calling him immature just think about yourself.. you were banned for 2 matches by ICC for your inappropriate behaviour....  @imVkohli is the pride of our 125 crore hearts ......  #ICCWorldCup #cricket #DhoniKeepsTheGlove ,1,0,41,244,0,0.0,1
@TheRealOJ32 Why are you on my feed? #NeverForget #NicoleBrown #RonGoldman #MURDERER,0,0,17,84,0,0.0,1
#ShameOnICC World design Changed.. ,0,0,6,35,0,0.0,1
@DelhiPolice If u all guys show the same dare to the #criminals and #rapist than #Delhi could be #crimefree. But as usual they show their strength to a poor driver who work hard to earn.  What to say more when rakshak is bhakshak.,0,0,51,230,0,0.0,1
"Come Yashwant you believe @BCCI to Put country up and above Money, NEVER gona happen #DhoniKeepsTheGlove ",0,0,19,105,0,0.0,1
Doctor: Maam.... Ive run every test possible and there is no sign of declining mental capacity.\nMe: then why the fuck cant I leave his ass alone when I know he dont want me?!! pic.twitter.com/gZz1Dh1h3i,1,0,40,203,0,0.0,1
The damning allegations against @realDonaldTrump that he sexually assaulted women could jeopardized his re-election campaign. Im no stranger to accountability but #TrumpTheRapist has crossed the line on #SexualMisconduct and its going to stop ! \n\n#TrumpisARapist #DonTheCon,0,0,43,275,0,0.0,1
"#GandiNaaliAbuse I feel Cong people are bent upon finishing their party. Why they don't understand that by abusing Modi, they loose public sympathy and votes.",0,0,30,158,0,0.0,1
"She's furthering her agenda. THERE IS NO COMMUNAL HUE TO ANY OF IT. All of us are doctors here, trying to do our jobs, irrespective of religion (honestly, fuck religion), gender, sexuality et cetera. (/3)",0,0,48,204,0,0.0,1
@RepublicTVLive Adheer Chowdhuri jo kahan wo unko nehi kahena chahiye but 183 children died hone ke baad bhi BJP Mangal Panday ki against koi action kiun nehi liya??!!#GandiNaaliAbuse,0,0,35,183,0,0.0,1
why the FUCK isn't Gemma Chan playing Doctor Who yet pic.twitter.com/tBc6QzQn2w,0,0,12,79,0,0.0,1
"Dear PM,\n\nWe voted you for development of poor people but you all are spending too much on Yoga but not in water, education and fever that is in Bihar right now.Dear PM,We voted you for development of poor people but you all are spending too much on Yoga but not in water, education and fever that is in Bihar right now.",0,0,68,322,0,0.0,1
@BorisJohnson just fuck off. The country fucking hates you. pic.twitter.com/0vmg3ZD9Ei,1,0,13,86,0,0.0,1
Where’s Boris #C4DEBATE #C4Debate #BorisJohnsonShouldNotBePM #BorisJohnson ,0,0,12,75,0,0.0,0
Dear @ICC @cricketworldcup we need #INDvsPAK match even if rains will happen. Football or hockey or swimming depending on effective rain.#ShameOnICC #Cricbuzzlive ,0,0,29,163,0,0.0,0
Don’t feel sorry for this woman. #racist #complicit #fucktrump ,1,0,15,63,0,0.0,1
"...and no condom, judging by the number of kids he has apparently randomly fathered #BorisJohnsonShouldNotBePM #StopBrexit #FinalSay ",0,0,22,133,0,0.0,1
@RadioFreeTom @MalcolmNance Awesome. KELLYANNE is the leaker. More tweets from George Conway on how #FatNixon is an idiot. #TrumpIsATraitor #TrumpTantrum #TuckFrump #TrumpRussia #TrumpColluded #TrumpResignNow #RepublicansDontCare #Treason #TrumpsWorseThanNixon #TrumpIsATraitor #ReadTheMuellerReport,1,0,46,299,1,0.0,1
"Omg !  It's great idea , after that everything will be okay 👍👍  #SaveTheDoctors   #DoctorsFightBack ",0,0,18,100,0,0.0,0
Happy birthday @BarackObama .. our last real @POTUS44 ... #Fucktrump ,0,0,13,69,0,0.0,0
"Dear doctors,  The respect you get is  NOTHING in front of the hardwork and sacrifices you put in to get that degree.     STOP POLITICIZING THIS PROFESSION . IT HAS NOTHING TO DO WITH POLITICS ,IT'S HUMANITY  Act like humans🙏  #DoctorsFightBack  #IstandwithNRS   #DoctorsUnderOppression",0,0,49,286,0,0.0,0
Great..... Well done @ICC @cricketworldcup .....Thanks for water entertainment.......  #ShameOnICC ,0,0,16,99,0,0.0,1
"I have no doubt my mental well being has been affected by what my country is turning into. It makes me sick. I had no idea how many stupid, racist evil people live in this country. #fucktrump",1,0,42,191,0,0.0,1
@VoiceofmyBharat 700 doctors have quit in Bengal. 700.    Bsdk when are you planing to speak on this?     #SaveBengal #DoctorsFightBack,0,0,25,135,0,0.0,0
@annaturley @jessphillips He was clearly talking about the vending machine after he bought a packet of chipsticks. #C4Debate #whereswally #toryjackanorystory #BorisJohnsonShouldNotBePM,0,0,28,184,0,0.0,1
@MelvinVogelsang @Derek_FacT @peoplespca @MaximeBernier @PrideSaskatoon Ah Nigel. Seem you really do represent the lgbt values well. 🙄. Not once but twice. #douchebag ,0,0,32,167,0,0.0,1
@TheRickWilson @thedailybeast Or Norway. 😂 #fucktrump,1,0,10,53,0,0.0,0
Rainbow flag at US embassy Rome #pride #fucktrump ,0,0,10,50,0,0.0,0
@cricbuzz It is not against any rule of @ICC ....  It is a symbol of dedication of a man for his country....  #DhoniKeSaathDesh   #DhoniKeepsTheGlove,0,0,29,149,0,0.0,0
@CMofKarnataka @DVSBJP @BSYBJP How come @BJP4Karnataka not forcing Ruling govt for CBI investigation? #IMAfraud SIT and CID means just washing hands. Victims will not get justice best example is #TGSFraud,0,0,38,204,0,0.0,0
so we wait 4 years just to see the rain in England. #ENGvWI #eng #ShameOnICC,0,0,19,76,0,0.0,1
" Lets cut the crap, Dems didn't pay for the Dossier, they paid GPS Fusion, an established AMERICAN oppo research firm, who found the Dossier who them turned in into the FBI @AdrianaCohen16 #TrumpIsATraitor #MAGA #Patriots #PJNET",0,0,46,228,0,0.0,0
@angelique1z They should stop asking questions and just begin hurling expletives at him. #fucktRump,0,0,17,99,0,0.0,0
@realDonaldTrump @senatemajldr @MarkWarner SHAME ON YOU #WorstPresidentEver   you &amp; your little crooked  Lying @senatemajldr  are destroying America #NervousDonald  #TrumpCrimeFamily  #TrumpIsATraitor  #mitchmustgo  #DelusionalDonald   must go #JohnMcCainDay  yes it's #JohnMcCainDay  he is an American Hero trump is not!,1,0,52,325,0,0.0,1
"Donald Trump wins elections because of help from foreign adversaries openly helping him, nice try sweetie. Don’t ever dare calling yourself a patriot while supporting a traitor. #FuckTrump #ImpeachTheMF #ImpeachTheMFTraitor ",1,0,38,224,0,0.0,0
Happy John McCain Day! cc:@realDonaldTrump #BoneSpurs #ImpeachTrumpNow #TrumpIsATraitor ,0,0,15,88,0,0.0,0
"@realDonaldTrump You won't be available after 2020, you'll be busy in court and then in prison for the rest of your miserable little life. #KarmaIsComingForYou #HellAwaitsTrump #LOCKHIMUP #LockUpTrump #TraitorTrump #TrumpCrimeFamily #SexualAssault #Rapist #Liar ",1,0,47,262,0,0.0,1
@MrJonCryer So his “joke” about her committing treason was referring to her sex strike; or did I misunderstand? Because that’s kind of gross 😒 Then he had the gall to insult her acting too? #douchebag,1,0,44,200,0,0.0,0
And for my next roll 🎭 .... say hello to #Liz ... she’s #belting ... and well a #murderer 🤷🏻‍♀️ #Chicago #chicagothemusical #amateur #musical #theatre ❤️🎶🎭 #Wilton  ,0,0,38,165,0,0.0,0
I can’t watch When They See Us again I get too damn angry and I cry every time throughout the whole series. #FuckTrump,0,0,27,118,0,0.0,0
#ShameOnICC why icc choose England.....try next time sudan,0,0,11,58,0,0.0,0
@pastramimachine This lobster is obviously smarter then pres.Trump #TrumpIsATraitor,0,0,11,83,0,0.0,0
@OblivionVivian No he's not.   #Assange is not a #rapist  ,0,0,14,58,0,0.0,0
"The #MohamedSalah effect: Reduced #HateCrimes and #AntiMuslim tweets    Familiarity breeds acceptance and understanding, and prevents the dehumanisation of people who differ in some way from ourselves    #DiversityInclusion     ",0,0,33,228,0,0.0,0
@ABCWorldNews @GStephanopoulos @ABC @marykbruce It’s about time. Reagan is probably rolling over in his grave over the treasonous acts of this POTUS @SpeakerPelosi said she was going to get thing done &amp; not go easy on this admin. What is going on? He is a danger to our security. #TrumpIsATraitor #TrumpsAnInternationalDisgrace,1,0,66,331,0,0.0,0
"Of all the world leaders he consulted with, one stood above all... This summer, Little Donald Drumpf embarks on his greatest adventure... #fucktrump #notmypresident ",0,0,30,165,0,0.0,0
@StephenBright @oakaged22 It should be National John McCain day because #FUCKTRUMP !!!,0,0,17,86,0,0.0,0
Carry on doing your job this is what is wrong in the world no respect for anybody and he is in the public eye #dickhead ,1,0,26,120,0,0.0,0
#ENGvWI  #ShameOnICC   I love hearing voice of Michael Holding     One thing I love abt him he is honourable Man.  Man live by dignity.,0,0,27,135,0,0.0,0
"@Change @LisaVanderpump @RepHastingsFL Signed previously and YES, The WHOLE W🌎RLD Wants This Hell, Horror and Heartbreak To End Already!!!  Send Emails To @realDonaldTrump👇    #ChinaTradeDeal  #YulinDogMeatFestival   #STOPYULIN  #China  #EndDogMeatTrade  #BoycottChina ",0,0,44,269,0,0.0,0
Could this be our new Prime Minister who will unite the country? #RichWhiteManPrivilege #DickHead  ,0,0,17,99,0,0.0,0
"@WisePaxCat Yes, we the people are going to stop Trump.  #TrumpIsATraitor #trumpforprison #TrumpIsATraitor",0,0,19,106,0,0.0,0
"It’s my flag as well , as others across the world &amp; Madonna can keep her logo on it.     #Wanker      #dickhead     #MadameX   #Madonna   #PrideMonth   #Pride ",0,0,36,163,0,0.0,0
#ShameOnICC You should be ashamed on yourself for ruining the WC 2019. You certainly a biggest dumb in the world for selecting wrong venue to WC 2019 @ICC Shame on you jerk....  #ICCruinedWC2019,1,0,38,194,0,0.0,1
@GOP @realDonaldTrump Wishing all of you #GOPbastards a  very peaceful #JohnMcCainDay.     Why not celebrate the memory of a  true American Patriot by getting rid  of the treasonous criminal in the  White House? 🇺🇸🙂👍      #TrumpIsATraitor   #LockHimUp  #TrumpIsTheEnemyOfThePeople,0,0,45,280,0,0.0,0
"The Boris Johnson story @theJeremyVine had to share, since this clown might be our next prime minister  #BorisJohnsonShouldNotBePM ",0,0,21,131,0,0.0,0
@bringbackjackie @fauxmodoe @ofatlantis_sara @Sully4201 @RadioGunk @ARM34 @fillmorefingers @Nick__Manning @SmokeyMartling @BenjamenXXX @UncleLarry112 @1Rapscallion @eazy_dean @moongoddess422 @mophorex @HowardStern .LOL. I'd pay A LOT of money to see @howardstern all decked out in his Lance Armsrong gear struggling on the side of the road with his pony tail hanging out his stupid bike helmet as he trekked his way to @JackieMartling's house. #DoucheBag,1,0,83,454,0,0.0,1
@SpeakerPelosi @LeaderHoyer @SenSchumer @DNC @DNCWarRoom Let's get this going. Now is the time! #ImpeachTrumpNow #ImpeachmentInquiryNow #ImpeachTrump #ImpeachBarr #ImpeachBarrNow #TrumpIsATraitor #TrumpCrimeFamily #TrumpConcentrationCamps ,0,0,37,239,0,0.0,1
@xixianykus Assume they are no longer an acquaintance?!  #douchebag,0,0,13,67,0,0.0,0
"We are waiting for 4yrs and your worst management, just destroying the world Cup. We are crazy about cricket, England you? #ShameOnICC ",1,0,27,135,0,0.0,0
'City of Joy' name should be replaced with 'City of Bhoy'...#DoctorsFightBack,0,0,16,77,0,0.0,0
"Yup, its definitely still #FuckTrump!!! ",0,0,10,40,0,0.0,1
@realDonaldTrump Correction: our Farmers need this because you continue to screw them with your “brilliant” trade strategies. #FuckTrump,1,0,24,136,0,0.0,0
When it comes to #Islamophobia we need to name names  The world should know the name of the #Christchurch #terrorist and the names of those who inspired #antiMuslim #terrorism  #Indeed #Racism,0,0,38,192,0,0.0,1
@realDonaldTrump hope you have a shitty birthday full of tweets demanding your impeachment. You're a piece of shit!!! #FuckTrump,1,0,26,128,0,0.0,1
Watch as #TraitorTrump's face goes from orange to red. #TrumpLiesEveryTimeHeSpeaks #TrumpIsATraitor #CallTheFBI #HappyJohnMcCainDayJune14 ,0,0,20,138,0,0.0,1
"@realDonaldTrump You get dumber by the minute, it’s flabbergasting #IdiotInChief #UnfitToBePresident #UnfitForEverything #FuckTrump ",1,0,21,132,0,0.0,1
Can't come soon enough!  😜  #FuckTrump  #ImpeachTheMF ,0,0,11,54,0,0.0,0
Did I just hear '... Continue the brilliant work that Michael Gove did' said without irony? There is not a teacher in the country who agrees. #dickhead   #C4Debate,0,0,34,163,0,0.0,0
@realDonaldTrump is pathetic. Happy #JohnMcCainDay #FuckTrump ,1,0,10,62,0,0.0,0
This is really funny 😂. Rain is the top of the table😜.     #ShameOnICC ,0,0,16,71,0,0.0,0
@GOP @realDonaldTrump We wouldn't have to give bailouts to farmers if it wasn't for trump's tariffs. #FuckTrump #Impeach45 #FuckTrump #Impeach45 #FuckTrump #Impeach45 #FuckTrump #Impeach45 #FuckTrump #Impeach45 #FuckTrump #Impeach45 #FuckTrump #Impeach45 #FuckTrump #Impeach45 #FuckTrump #Impeach45,0,0,58,298,0,0.0,1
"Hmmm, well then maybe he shouldn’t suck ass at EVERYTHING every single day. #TrumpIsACriminal #TrumpIsATraitor #TrumpIsTheEnemyOfThePeople #TrumpIsTheWorst #ImpeachTrumpNow #JohhMcCainDay ",0,0,29,188,0,0.0,1
@narendramodi @ArvindKejriwal   Very sorrow after seeing this incident in #delhi where a sikh person beaten   Very bad  We all r in race of digital india.these all #bullshits   Firstly safeguard community members.  earlier #84 riots still pending  #fuckdelhipolice,0,0,44,264,0,0.0,0
"#DhoniKeepsTheGlove is nothing but  supporting the violation of rules.  Nowadays people bring Army and hyper nationalism in every foolish thing.  Rules are rules and Gloves have to go, period.",1,0,34,192,0,0.0,0
We doctors have to take karate classes along with pg studies. #DoctorsFightBack ,0,0,14,80,0,0.0,0
World cups worst event ever in history  @ICC   @CricktWorldCup   #ShameOnICC ,0,0,13,77,0,0.0,0
@WhiteHouse @realDonaldTrump #FuckTrump  His trade game is NOT working...just like the #GOPTaxScam,0,0,18,98,0,0.0,0
@jemelehill He's a cut up   #murderer,1,0,9,37,0,0.0,1
#Uyghur Protests in #Canada Part 2: #Freedom for #Uyghurs    #FreeUyghur #EastTurkistan #China #BoycottChina #ウイグル #RT,0,0,26,118,0,0.0,0
@adamcbest @TheRealOJ32 lol #OJSimpson 'has a little getting even to do'    thankfully knife blades can't penetrate my twitter account    #murderer @TheRealOJ32,0,0,28,160,0,0.0,1
@realDonaldTrump Another tRump stooge. Because of enabling #Sheep like that tRump has no shame saying he would break the law right to our faces. Always some tool will come out to defend him  #FuckTrump ,1,0,39,202,0,0.0,1
"Trump a national security threat.  Trump a disgusting SOB. Trump a national embarrassment.   Trump a treasonous traitor.    Trump a delusional piece of shit, whom only a handful of deplorables like.  Trump a treasonous traitor. #TrumpIsATraitor #ImpeachTrumpNow ",1,0,45,262,0,0.0,1
@realDonaldTrump You are Horrible! #TrumpIsATraitor #TrumpIsAFraud #TrumpIsADictatorWannabe #WakeUpAmerica,0,0,14,106,0,0.0,1
@AlanCol83626003 @Yellowbelly2019 It will be a bigly war. He has the best wars. Nobody has better wars.  #fucktrump,0,0,24,115,0,0.0,0
Berman: Is it even news when the President lies? #Resist #ResistTrump #FuckTrump ,0,0,17,81,0,0.0,0
"Rain will win, as weather is happy like pakistan to avoid thrashing.  #INDvsPAK   #CWC19   #ShameOnICC   Poor management and stubborn guidelines of @ICC   #CricketWorldCup2019 ",0,0,30,176,0,0.0,0
Here’s another.... #borisbehindbars #borisjohnson #BorisJohnsonShouldNotBePM @BorisJohnson_MP @BorisJohnson @Conservatives ,0,0,17,123,0,0.0,1
"I guess you can't be too rich, or too thin, or commit treason too many times.    #TrumpIsATraitor",0,0,22,97,0,0.0,0
"@TheRynheart Bad enough they choose to work for a #rapist, but if  they're also #TRAITORtrump supporters, they're useless.",1,0,26,122,0,0.0,1
"@RWPUSA @LadyGloriousjax What up, Xi? #FuckTrump",0,0,11,48,0,0.0,0
Only gone and done it again #dickhead,1,0,8,37,0,0.0,1
"'I often hear Tories muse, Johnson as PM “will cheer everyone up”. When your party looks like it is going to hell in a handcart, they reckon you might as well hurtle towards the inferno with a smile on your face' #BorisJohnsonShouldNotBePM ",0,0,50,240,0,0.0,0
As per @MamataOfficial doctors on West Bengal will now onwards have to write medical prescriptions in Bengali. Does not matter if the handwriting makes it look like Tamil. #DoctorsFightBack,0,0,33,189,1,0.0,0
@realDonaldTrump Lol. You wish. #ImpeachmentInquiryNow #TrumpNatSecRisk #TrumpIsATraitor #TrumpColluded #TrumpObstructed @WhiteHouse #BillionDollarLoser ,0,0,21,153,0,0.0,0
#ICC treat everyone with same rule. If you can this then how can you ask dhoni not to put sacrifice badge on gloves.  #DhoniKeepsTheGlove ,0,0,28,138,0,0.0,0
All CAMERAs on The #Gloves now...  Will #INDvAUS be with #BalidanBadge Glove or it will be #Balidan of Feelings of #MSDhoni #DhoniKeepsTheGlove OR #ICC prevails... #CWC19 #ICCWC2019 Jo bhi ho All #india wants is Victory in #AUSvIND match...  #IndiaWithDhoni #MenInBlue,0,0,56,268,1,0.0,0
"Hey, it's #JohnMcCainDay! Also, #FuckTrump.",0,0,12,43,0,0.0,0
We are always with you mahi bhai don't remove your glove. #DhoniKeepsTheGlove,0,0,15,77,0,0.0,0
India vs Australia match analysis and preview   #EngvBan #ENGvPAK #bangladesh #INDvAUS #DhoniKeepTheGlove #DhoniKeepsTheGlove #TeamIndia,0,0,21,136,0,0.0,0
"@stupideridjit I remember when they were no hawks around or foxes or eagles but I saw for my own eyes working out there when Obama started regulating the environment, these majestic creatures came back full force #fucktrump",0,0,40,223,0,0.0,0
Hey @ICC @ICCMediaComms !  Love from India. 🇮🇳  C.c  @PMOIndia @adgpi @msdhoni  @DefenceMinIndia @majorgauravarya @MajorPoonia @GeneralBakshi @sudhirchaudhary @dna @BCCI   #DhoniKeepsTheGlove #BalidaanBadge #DhoniKeSaathDesh #BalidanBadge ,0,0,40,239,0,0.0,0
@realDonaldTrump #Hashtag  #DelusionalDonald #TrumpsAnInternationalDisgrace #TrumpIsATraitor #TrumpIsADisgrace #TrumpIsAFraud #TrumpIsTheEnemyOfThePeople #TrumpIsANationalSecurityThreat #TrumpLiesEveryTimeHeSpeaks hereby  #WorstPresidentEver #TrumpTantrum #ResignOrBeImpeached #FathersDay2019 🤢 ,0,0,30,295,0,0.0,0
500 doctors have already resigned in #Bengal.    NRS 100  SSKM 175  National medical college 20  RG Kar 126  North Bengal college 119  Murshidabad 50  Rampurhat 37  Burdwan 26    #DoctorsFightBack #SaveTheDoctors,0,0,34,212,0,0.0,0
"If we desire respect for the law, we must first make the law respectable.  #DoctorsFightBack",0,0,18,92,0,0.0,0
"@simontruetory @ToriesVsBrexit It would be irresponsible for Tory MPs to opt for #BorisJohnsonShouldNotBePM, perhaps even more irresponsible than holding a 50% threshold referendum.  For the Country’s and Party’s sake please go for @RoryStewartUK!",0,0,45,247,0,0.0,0
World Cup#Umpiring these days #ShameOnICC ,0,0,8,42,0,0.0,0
Be an hindu or muslim and anyone else... A #rapist should be punished without delays. There must be no room to discuss to defend these issues #indianfirst,1,0,31,154,0,0.0,0
"@realDonaldTrump Too bad he didn’t want you there. Oh yeah, because you are an asshole! #TrumpResignNow #TrumpIsATraitor #TrumpsAnInternationalDisgrace ",1,0,27,152,0,0.0,1
🔴 ⚪ 🔵 🔴 ⚪ 🔵 🔴   #billclinton clintonfoundation hillaryclinton @barackobama #rapist #murderers #nypost #pedogate #clintoncrimes #nola #nytimes #clintonbodycount #washingtonpost #USA #America #qanon #KAG2020 #anonymous… ,0,0,41,218,0,0.0,0
@clevelanddotcom #ImpeachTrumpNow   #ImpeachmentInquiryNow #fucktrump   #TraitorTrump #RussianAsset #GOPTraitors #NationalJohnMcCainDay #NationalSecurity threat #CriminalInChief   #ImpeachTheMFTraitor,0,0,23,200,0,0.0,0
Spotted outside Trump World Tower  #notmypresident #dumptrump #fucktrump #midtowneast #dachshund @ Trump World Tower ,0,0,19,117,0,0.0,0
ICC turns down #BCCI's request to allow @msdhoni to continue wearing the army insignia on his wicket-keeping gloves; ICC says regulations for ICC events do not permit any individual message or logo to be displayed on any items of clothing or equipment.   #DhoniKeepsTheGlove ,0,0,49,275,0,0.0,0
Day 2 ...The Protest Continues !!  #SaveTheSaviour   #SaveBengal   #SaveOurDoctors   #DoctorsFightBack   #DoctorsProtest ,0,0,18,121,0,0.0,0
Blackmailing our professors and parents won't stop us from asking for what belongs to us  #DoctorsUnderOppression  #DoctorsFightBack  #doctorsUderPression  #help,0,0,24,161,0,0.0,0
"#fucktrump #fuckdemocrats #fuckrepublicans #fuckliberals #fuckconservatives what a disgusting country we live in, this goverment pours trillions into the military industrial complex but we can help our own people overhere who risked their own lives on 9/11 ",1,0,42,257,0,0.0,1
@republic #DoctorsFightBack Situation going out of control-critical patients not getting treatment as doctors are on strike. @MamataOfficial must respond to diffuse the situation &amp; not accelerate  the problem as she did by threatening Doctors at SSKM on 13 June 2019. @pradip103,0,0,49,282,0,0.0,0
Then #ABrandNewDayOUTNOW was released and it is AMAZING  And now #BoyWithLuv18thWin 🏆  #ShameOnICC @PlayBazaar @PlayBazzar #ABrandNewDayOutNow  #BoyWithLuv18thWin 🎉🎉🎉🎉🎉    Link Now     How @BCCI takes care of ground   How @ICC takes care of remember it @ICC ,0,0,44,258,0,0.0,0
