ind,text,hatebert_prob,roberta_prob,hatebert_pred,roberta_pred,token_len,char_len,hb_lex_occurr,hb_lex_ngrams_prop,label,id
3851,@USER A candidate for governor that is friends with an individual that supports ANTIFA? #trump #MAGA #Syria #Israel #AlternativeFacts #WalkAway #WalkAwayFromDemocrats #LiberalismIsAMentalDisease #NEWS #Kavanaugh #sugardaddyneeded for Democratic socialists=taxpayers Working Families URL,0.1549505565595355,0.1032954769463379,0,0,44,286,0,0.0,0,63865
3858,.@USER is no champion for women. URL,0.18690996097288512,0.06853749303199023,0,0,10,36,0,0.0,0,89197
3864,@USER Legit just LOL'd... Shit is funny asf,0.12918285631100845,0.8939128779923892,0,1,11,43,0,0.0,1,95527
3870,@USER Aye nigga👀,0.24202643355734138,0.790611162733636,0,1,4,16,0,0.0,1,23178
3875,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER DNA testing? I thought that was the obvious answer. I wouldn’t even want to consider what the snowflakes would say if Border Protection detained or released  a child with a pedophile or child trafficker! ... but I take it Ed doesn’t care?,0.3464860130862385,0.4324078950452504,0,0,70,298,0,0.0,1,78441
3877,@USER i think she is lying,0.16824110199692172,0.5314069598813351,0,1,7,26,0,0.0,0,89704
3878,@USER You are cum,0.749178977128051,0.1001722186259225,1,0,5,17,0,0.0,0,83064
3883,@USER U a bad bitch now lol,0.9194257604962451,0.8944672568803335,1,1,8,27,1,0.0,1,53206
3888,@USER @USER @USER @USER @USER Monkeys have been used for centuries to dehumanize black people but none of that has anything to do with the 5th largest economy in the world and a 9 billion surplus. Everything else you are saying is nonsense. Againtske your L and leave,0.7671669574523438,0.8413048148640399,1,1,55,267,0,0.0,1,41268
3889,@USER Yes that and ANTIFA.,0.16926851601245524,0.07737810630263792,0,0,7,26,0,0.0,0,95780
3890,@USER @USER @USER I love Donald Trump our president of the USA..MAGA..,0.11686476436174446,0.05791808743947447,0,0,18,70,0,0.0,0,77236
3891,@USER @USER he is always the victim..same song and dance..,0.14984212295573412,0.17405901638157464,0,0,15,58,0,0.0,0,93623
3893,@USER Character of a crook better off using Dillinger,0.9051547557946463,0.7827040048768454,1,1,10,53,0,0.0,0,75399
3907,4A: Texas Medical Board engaging in warrantless searches of doctor’s offices in ‘back-door gun control’ effort  URL,0.21149823879896854,0.1267311250737382,0,0,22,115,0,0.0,0,37526
3908,@USER It all makes sense now that’s why he is wondering around omg I was thinking why is he becoming so local he needs to head back and make that album I am stressing,0.05439931804465834,0.0742313704608358,0,0,37,166,0,0.0,0,21628
3910,@USER Nahhh you are!,0.06878728913128046,0.07504072453849711,0,0,6,20,0,0.0,0,17469
3911,@USER @USER @USER @USER @USER That's why I am somewhat conflicted in talking shit or defending myself because there are so many VERY INTELLIGENT bright minds out there that have been held hostage by MSM propaganda Peddling. But uhave to read these Documents and dive deep to know who funds Antifa/MSM/DNC etc,0.8728901242892064,0.861945435727351,1,1,59,308,0,0.0,1,27203
3917,@USER @USER gfy ...the NFL should get no protection from the police...and no support from our military...the league will slowly die on this road of shame!!!,0.4469449202798178,0.7066461302253721,0,1,36,156,0,0.0,1,76994
3920,@USER @USER They're NOT   #BuildTheWall #LockThemUp #DrainTheDeepState #NFLWalkAway &amp; #MAGA,0.16451646289656316,0.2013417068381109,0,0,20,95,0,0.0,0,74187
3938,@USER That shit got me dead!! Eager ass boi!,0.9340350623884194,0.9001354486132821,1,1,13,44,0,0.0,1,65618
3941,@USER Your mind is still not accepting that the federal government belongs to PTI of which you are member of NA.,0.12565429379361398,0.0755165848418069,0,0,23,112,0,0.0,0,89125
3947,- Is Colin really that hot?  - Yes he is! 😏 URL,0.11172487072823535,0.10257407952361172,0,0,14,47,0,0.0,0,73212
3948,@USER I hate politics! You #CNN are despicable. Liberals are treating Judge Kavanaugh  like he’s some sort of serial rapist that they’ve captured at last. #RedWave #voteyes #innocent until proven guilty.,0.8710367007098974,0.8460060612427243,1,1,44,203,0,0.0,1,58154
3949,@USER @USER @USER I'd point out he is an Australian and we don't have free speech like in the US. And we do have hate speech laws which people have been convicted under. This is skirts it enough to hint and point out but room to deny.,0.22652687319293788,0.13805456427264895,0,0,55,234,0,0.0,1,10744
3959,@USER @USER Yep. Sure do. And he's been proving it on a daily basis. #MAGA,0.06872476117225117,0.0818861009181554,0,0,22,74,0,0.0,1,79580
3962,@USER @USER As I’m watching it Bentley kept looking at me 😂 he being crate trained again so we good for now. He only allowed out to eat pee and shit and occasionally play time 😂😂🤷🏾‍♀️,0.9071478391683364,0.8674293053858679,1,1,41,183,0,0.0,1,96026
3964,@USER Freedom of speech is only if you agree with the Left,0.15373965793405248,0.09138210306717134,0,0,13,58,0,0.0,0,85780
3968,@USER You are correct for now but 2 games doesn’t make a season.  I thought he would do well (but not this well).  I thought the D would suck (which they do) and it would make them lose.  I still feel that way.,0.43471625509340805,0.8713654401007822,0,1,54,210,0,0.0,0,11582
3969,URL WHY isn't Peter Strzok and Lisa Page in jail? They are traitors to the United States and it's people! The US does not have a two-tiered system for lawbreakers. #LockThemAllUp  #DeepState  #DrainTheSwamp  #MAGA #WalkAway  #impeachjeffsessions  #DOJ ???,0.7448883793061114,0.6333535719630823,1,1,52,255,0,0.0,1,31566
3974,@USER @USER Kyle long is fine. I bet he is just getting rest. Please at Brown over Sims.,0.08247537253070332,0.08570927928078063,0,0,23,88,0,0.0,0,93447
3977,@USER Evil man. How would YOU know,0.10706346207954627,0.8101036174326965,0,1,9,34,0,0.0,0,60885
3979,@USER He will get what he deserves in the Mens prison........,0.34643073355290943,0.1689254907037606,0,0,13,61,0,0.0,0,45329
3983,@USER CAN I PLZ GET A FOLLOW CAUSE I LOVE YOU SO MUCH AND I WAS THE FIRST PERSON TO LIKE UR VID?💛 URL,0.3527590035560662,0.056081057998894235,0,0,27,101,0,0.0,0,55192
3984,"@USER And the gun control people say what? And the No gun zone"" people, where are you? SMH""",0.2518776563134769,0.13852004798255418,0,0,24,91,0,0.0,0,13928
3989,🛑 Ntknetwork News 🛑 👉 'Senate Set to Pass Bipartisan Bill to Combat Opioids' #MAGA￼🇺🇸#2A #Prolife URL,0.3140505449918074,0.0869416567278917,0,0,22,101,0,0.0,1,90712
3998,@USER you live in the big dick part cause your gay,0.9212159832431626,0.8972459905598635,1,1,12,50,0,0.0,1,59336
4000,@USER But... But... BOTH PLAYERS WERE WOMEN. And BOTH WERE WOMEN OF COLOR!,0.21750368205971254,0.0868641657216022,0,0,18,74,0,0.0,0,95225
4003,"an already-debunked viral hoax"" Tell me who decides if a meme has been debunked?? A potentially biased human has to thats who.  URL #facebook #rosetta #memes #qanon #maga URL",0.28313675457906573,0.18198897778208853,0,0,38,174,0,0.0,1,34571
4007,"@USER Twitter has a clear leftist agenda as seen in all the comments from conservatives asking, why is this leftist shit in my feed?"" We didn't ask for it. We don't want it. Stop trying to push it on us.""",0.8270612695461486,0.8882266618690772,1,1,50,204,0,0.0,1,31114
4023,@USER You are not alone. I was sexually assaulted by a fellow law student in 1978. I never reported it because I didn't think I would be believed. However something happened that made me realize I wasn't his only victim. Then I felt I'd made a colossal mistake.,0.35081048963710026,0.32007699910037374,0,0,57,261,0,0.0,0,53928
4025,@USER Don't you have to have some proof?🤔,0.09807932347046,0.06779313892318892,0,0,12,41,0,0.0,0,55255
4036,@USER No it’s because you are a horrible person🤮🤮🤮🤮,0.9200026331572595,0.7869095325838283,1,1,12,51,0,0.0,1,31931
4039,.theresa_may: Today I can announce that new longer-term partnerships will be opened up to the most ambitious housing associations through a ground-breaking £2 billion initiative...the first time any government has offered housing associations such long-… URL,0.08269734267503884,0.08093670978361554,0,0,39,258,0,0.0,0,52905
4040,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Semper fi Marines and Follow ALL MAGA,0.11348130918953346,0.0804296665149549,0,0,41,139,0,0.0,0,87623
4041,@USER @USER @USER @USER @USER has anyone realized chuck is trying use blue in his twitter account and not specify weather he is dem or rep? He is being deceptive of who and what he is so people may pic him not knowing what party he associates with,0.11367794839730347,0.21125405482952853,0,0,54,247,0,0.0,0,66421
4054,How does this #MAGA...?!? Is this our tax dollars at work...?!? URL,0.3494217286808582,0.09065495092935208,0,0,21,67,0,0.0,1,35995
4063,@USER @USER @USER @USER There are no timely responses in rap beef LMAOOOOOO Nas took THREE MONTHS to respond to Jay and he bodied him. Em always takes a month or more. Where did y'all get this timely response shit?,0.9215696355261946,0.8892887075062335,1,1,47,214,0,0.0,1,51584
4096,@USER My pleasure! Thank you for following back 🙂  #CCOT #MAGA #WalkAway  #VoteDemsOut2018  #TrumpsArmy,0.06542547354065366,0.06754669113962912,0,0,21,103,0,0.0,0,59158
4102,@USER She should start kneeling before matches and talk about how oppressed she is.   Its getting deep in America with all the BS the liberal nuts are throwing up,0.4303268894580632,0.866245701242667,0,1,31,162,0,0.0,1,87033
4107,The beauty of #TheView is that no one pretends not to be a leftist.  @USER #maga,0.19985401276077383,0.1497177617204244,0,0,20,80,0,0.0,1,64417
4109,"@USER I'd argue it's pointless to keep asking him the questions in the first place, what else is he supposed to say? And speaking of running with a quote, I don't believe I said I liked it in any way. You can tho"" 😒 . See, this is how things get misconstrued.""",0.10725032589277458,0.20697418181665922,0,0,64,260,0,0.0,0,84961
4111,@USER  #ProteccKaiser He is a fucking sweetheart and DESERVES THE WORLD GODAMN IT,0.9132906288214991,0.896069621494862,1,1,15,81,0,0.799,0,25061
4118,@USER @USER The left doesn’t care. They victimize women and minorities for political gain. Same story different democrat. #libtards #walkaway #maga,0.2932526605664963,0.3691729270001492,0,0,31,147,0,0.0,1,23916
4121,@USER @USER Hugs 🍎❤🍏 #maga  💯🇺🇸🇺🇸🇺🇸 URL,0.2954331515218419,0.06354044581950083,0,0,10,39,0,0.0,0,42100
4122,@USER she is hungery,0.05572028719717484,0.5319274770247937,0,1,5,20,0,0.0,1,47001
4123,@USER About time!,0.12912793722957544,0.06681232582952595,0,0,5,17,0,0.0,0,39735
4127,@USER A political novice has outshined all of you corrupt establishment politicians.  We voted for him because he can't be bought.  Soros can afford it.,0.5575140769593875,0.595639569866918,1,1,30,152,0,0.0,0,63826
4128,"#GoodRead: A Brief History of Repressive Regimes and Their Gun Laws. With the wrong political actors in power, yesterday's 'common-sense' gun control could be tomorrow's vehicle for gun confiscation."" If we lose #2A, we surrender our freedom—period. URL @USER",0.29589072313373693,0.2749836785286933,0,0,52,259,0,0.0,0,88924
4132,#GunControl #BulletControl.  California Tries New Tack on Gun Violence: Bullet Control   via @USER URL,0.12283853544300478,0.12469185363936716,0,0,19,102,0,0.0,0,83134
4138,5- Most epic moment in 3 sentences  GRAAAWRL WYVERN FOR BREAKFAST GUYS!!! YOU ARE SO DUMB THE HEALER HAS TO BABYSIT YOU AND FIRE THIS SHIT TRY OF A DRAGON BECAUSE OF YOUR FOOLISHNESS also we need to bury the half body of our tank and try to get out his other half from its stomach URL,0.36721354800014216,0.8932628601480217,0,1,60,284,0,0.0,1,38062
4143,@USER @USER Like sensible gun control policies?,0.1336977346129752,0.09492911490617875,0,0,10,47,0,0.0,0,82893
4147,@USER @USER Conservatives would do anything to eliminate the value of laborers in this country. People worked and died for this holiday. Don't want to see it lost to some fake Constitution worshiping by people who do not value the Constitution in any way such as the Far Right.,0.3159469966500125,0.6535969046594613,0,1,55,277,0,0.0,1,35874
4148,@USER Crazy how funny Jim used to be. Now it's funny how crazy he has become.,0.8327133237400522,0.6455948627424987,1,1,20,77,0,0.0,1,19183
4152,@USER @USER There is no reason. The bravest people politically in our society are black conservative. They are seeing the cities that have the worst quality of life for black Americans have generationally been ran by liberals with promises but no improvements.,0.1997759419841444,0.1426494041158623,0,0,47,260,0,0.0,0,46898
4154,Along with Occupy Wall St and ANTIFA URL,0.24798742624020276,0.08858347458109529,0,0,8,40,0,0.0,0,87589
4155,@USER @USER @USER Grocery Store Joe is the best contestant to ever grace bachelor nation. He is adorably awkward and has a thick Chicago accent. URL,0.2208461552340498,0.1655256578330108,0,0,31,148,0,0.0,0,49378
4156,@USER Oh well. You are a better man.,0.05770531614656334,0.09611029234821018,0,0,11,36,0,0.0,0,93220
4159,@USER He is NUTS!!!!,0.10975347360064716,0.16431521789063525,0,0,9,20,0,0.0,1,84693
4162,@USER @USER So gun control works?,0.1446314371429753,0.09025323205382096,0,0,9,33,0,0.0,0,36931
4164,@USER that’s so fucked up omg in my old hs there’s open campus and for every period you skip there’s a 200 dollar fine lmaooo,0.9016179081668259,0.8922812587122851,1,1,32,125,0,0.0,1,81782
4169,@USER is one of the only shows that are a Progressive that I can stand to watch. He dislikes the right and left evenly and you know who he is right from the start. If you've never seen his show check it out on YouTube. Insightful ❤🇺🇸 #MAGA,0.0849471033428127,0.09057447858238364,0,0,54,239,0,0.0,0,63113
4172,@USER @USER He is a coward. He goes after countries that are peaceful and humane.  He perceives that as a weakness.  He loves Putin and Kim Jun Un because they are the “tough guys”. Like in high school.  He wants to be a tough guy by bullying those who have a soul.,0.8782098334256662,0.851397665428392,1,1,62,265,0,0.0,1,14668
4173,@USER Heard Jeff Hardy thought that the Stoneman Douglas victims were right and that gun control should be improved in the USA which pissed off Randy,0.4295490119404391,0.5266927380156912,0,1,27,149,0,0.0,0,13971
4186,@USER Correction: Antifa - PEACEFUL Protesters,0.2783548658182691,0.2847251433432977,0,0,8,46,0,0.0,0,88589
4187,@USER You not in GITMO yet? You do know you will face Jesus face to face don't you? Hope you repent before then because the wide gate and broad way you are on leads to destruction and it will be for eternity! Right now you are not looking so good!,0.24903609062426074,0.19613241677094342,0,0,56,247,0,0.0,0,47968
4198,@USER @USER @USER Perfectly stated! Love our President! ❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️,0.11828321089292307,0.05305881660037244,0,0,14,82,0,0.0,0,37536
4200,@USER @USER “Blame your opponent of the things you are guilty of” - this pope is a satanist,0.7766652888108061,0.7912570894068022,1,1,22,91,0,0.0,1,80887
4204,@USER BS maybe the unemployed and those loving on the government it,0.2276409918619914,0.8805918598167922,0,1,13,67,0,0.0,0,80350
4208,@USER We appreciate your patience and compliance. Thank you for supporting our future.,0.050752391610180116,0.05791808743947447,0,0,16,86,0,0.0,0,91624
4210,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER We already established that in the war you are still living. Thats why it isnt happening again,0.12819735207225894,0.09526526190613689,0,0,44,172,0,0.0,0,59711
4211,"@USER The crap they come up with as excuses"" comes from dogooodthers, lawyers, lefties, liberals who commit their time to assisting and helping these criminals.  No excuses mate, you committed a crime, you pay for it, hard and long!""",0.6195288291311997,0.8882266618690772,1,1,50,233,0,0.0,0,40895
4213,"@USER @USER @USER @USER @USER @USER @USER This women is a vile example of the far left lunacy. She is using the Alinsky, Rules for Radicals Handbook."" No matter what u have to do, (lie,steal,use violence etc. )u must destroy the conservatives. They lack character &amp; have no moral code.""",0.6732453828261223,0.6731379586836933,1,1,74,290,0,0.0,1,63524
4215,@USER @USER I can just hear the trumpsters now crowing that we liberals loved Jane Fonda and supported draft dodgers. I grew up in those times. I was against the war but knew Fonda had gone too far and was wrong. I supported those who burned their draft cards AND those who served.,0.2692295245928376,0.3102240052191551,0,0,59,281,0,0.0,1,22174
4216,"@USER @USER @USER Yeah! Liberals are all Look at me! I'm a victim just because a man held me down, covered my mouth and tried to rip my clothes off to rape me. Boo hoo. And his friend turned up the music too loud to cover up my screams and it hurt my widdle ears""  Get over it already, amiright?""",0.6711742856363492,0.7794058019418021,1,1,73,296,0,0.667,1,72836
4220,@USER Liberals don't live in the real world.,0.17773949683850826,0.08834722695778002,0,0,11,44,0,0.0,0,76917
4226,@USER Nigga you are about to lose,0.1602003299316667,0.19436781101874467,0,0,8,33,0,0.0,1,64888
4241,@USER @USER @USER I hope you didn’t just invite Antifa. Good luck &amp; be safe.,0.06091928958959573,0.0789969075277767,0,0,24,80,0,0.0,0,17716
4243,"@USER @USER @USER @USER Also cancel school debt"" is the most stupid of all of her ideas. And far left idea of free college is bigoted idea. No wonder conservatives call us ""elitists"". Who is going to pay for technical/trade schools 4 those who are not ""book smart""?  Crazy!""",0.8124956619665014,0.8851856040423891,1,1,64,274,0,0.0,1,26490
4247,@USER Burt was awesome.,0.06878728913128046,0.07100922157325491,0,0,6,23,0,0.0,0,86277
4254,"*chokes laughing*  So, @USER having considered the excellent work"" of the @USER have decided that its such a car-crash, and with no certainty over trading, that they'll ""temporarily"" close their plant next year  Nichts ist haltbarer als eine temporäre Lösung 😂😂😂😂""",0.18907149226772618,0.1384617905689644,0,0,53,264,0,0.0,0,27082
4265,@USER @USER You just described all the liberals! That's not what I said! President Trump unlike Obama Loves this Country his actions prove it he's for the growth of America not the destruction!,0.30023240677459,0.15843459521341788,0,0,40,193,0,0.0,0,48909
4274,@USER Booo.  Hooo hoo  who raised these spoiled brats ?,0.9062805328329016,0.8842893250876817,1,1,12,55,0,0.0,1,83927
4277,@USER I said the same thing today lol,0.07857165076563562,0.11027937158609119,0,0,9,37,0,0.0,0,69376
4284,@USER @USER You are correct.,0.07024004744506827,0.0652465657618137,0,0,8,28,0,0.0,0,67757
4292,@USER All that does is reinforce the  fact that @USER is as much in the gutter as @USER,0.24789637804016815,0.41526931282804613,0,0,21,87,0,0.0,0,13936
4294,@USER @USER Liberals get the best of both worlds:  a new slave class that will need their government programs and that will turn And vote for them.  Most importantly they get to feel good about themselves,0.23231014609688017,0.25973174454242576,0,0,40,204,0,0.667,0,92936
4298,@USER K. Dog Shit.,0.2260139667742728,0.9000915476429154,0,1,6,18,0,0.0,1,21525
4303,@USER Excellent timing! URL,0.10913479367495961,0.06596493761158062,0,0,6,27,0,0.0,0,94683
4318,"@USER She is saying Ben, Ben, when the hell are you going to do something more than just tweet crap about djt?""""",0.8900077549643475,0.8905324521726555,1,1,28,112,0,0.0,1,95062
4326,@USER Gotta keep that gun control law to get those terrorists,0.5403951521506214,0.4849974856539244,1,0,13,61,0,0.0,1,42883
4328,20 more votes for #Democrats &amp; let's see... How many murders of #Conservatives #justsaying URL,0.3372581002963711,0.45141908168493955,0,0,22,98,0,0.0,1,41059
4330,@USER @USER @USER Nasty a$$ Liberal sheep...you are prime example of sheeple with NO BRAIN.,0.18854799431619312,0.888517190766597,0,1,23,91,0,0.0,1,26528
4331,@USER As long as they vote Republican.,0.14223189500989633,0.08122775599781697,0,0,9,38,0,0.0,0,15941
4333,@USER @USER We need gun control! Lol,0.2842281959441103,0.12158141982072149,0,0,10,36,0,0.0,0,27318
4347,@USER @USER Those are some lucky people on Tulsa! :) Saw this and needed to share with a fellow fan of Levi's jeans. Yet another reason to love our Levi's!  URL,0.07949569926013911,0.06471256953862452,0,0,39,160,0,0.0,0,32711
4357,@USER @USER See the mess Europe is for PR examples. Giving liberals a go at anything in government always ends in disaster. You're welcome: URL,0.36624966363049205,0.5147890809012727,0,1,31,143,0,0.0,0,78783
4363,@USER CNN = Fake News,0.2688934231175886,0.8598992139095175,0,1,6,21,0,0.0,1,37552
4365,@USER Just because some flaky pink hat wearing woman says so? Try again. Where’s the police records and the like. Tired of liberals thinking they can lie to ruin someone’s life because they don’t like Trump,0.7015597506021828,0.7708962614736911,1,1,46,206,0,0.0,1,75284
4367,@USER @USER Milk is meant for calves not humans. Give your head a wobble,0.3468177772646052,0.3583530558457152,0,0,17,72,0,0.0,0,17214
4372,@USER @USER @USER Man you really thought this was it huh URL,0.09585608228230955,0.07450025901897811,0,0,15,60,0,0.0,0,97885
4379,#Trumpwashing and US liberals' historical amnesia are the real definition of Trump Derangement Syndrome... URL,0.15437600489840686,0.4651606509926565,0,0,18,110,0,0.0,1,93858
4380,@USER If you are looking for hard heads you only have to look at the Republican Congress,0.11691516802413729,0.10034840644105592,0,0,18,88,0,0.0,1,28684
4389,@USER @USER  FELON ERIC HOLDER  SHOULD BE ROTTING IN PRISON FOR HIS CRIMES. URL,0.3022366001247507,0.36820689220793495,0,0,17,79,0,0.0,0,50718
4394,@USER All that shit was hers URL,0.9332485355665554,0.8952940338056005,1,1,8,32,0,0.0,1,88741
4399,@USER Keep your eye on liberals in close quarters. They're very violent and mentally unstable.,0.7677769236447644,0.6540113533952943,1,1,19,94,0,0.0,0,35373
4407,@USER @USER @USER @USER @USER @USER @USER @USER Trash,0.11417084629384407,0.6142493936003585,0,1,17,53,0,0.0,0,34961
4412,@USER Eric Holder......Globalist  Evil personified.,0.1395135742749575,0.7549149868676283,0,1,9,51,0,0.0,1,47122
4413,@USER @USER @USER please get OFF first take! You yell wayy too much and you seem like you are being a asshole. When you are on set I litterly can't hear anything but screaming. Its obvious @USER dont like you and @USER and @USER was like dude stfu!!,0.8927964169457763,0.8931697146930452,1,1,60,249,0,0.0,1,43851
4415,@USER Antisemitism is alive and well in the UK!,0.03789242662960739,0.16653980946736804,0,0,11,47,0,0.0,0,41306
4420,@USER man I woulda just started hitting the wall with that shit.  It ain't nothing by dry wall and some wood beams.  I'm getting through that door if I'm him.,0.9277569977504975,0.8951566359697456,1,1,37,158,0,0.0,1,13088
4422,@USER @USER GET OUT OF MY MENTIONS (i stand corrected),0.11018358985183707,0.09318171046137044,0,0,14,54,0,0.0,0,49250
4423,@USER ANTIFA WANNABE ☝☝☝☝,0.26616649112903873,0.0727025156717031,0,0,5,25,0,0.0,0,43705
4426,@USER @USER @USER Immediately. Anyone gets out of line they will get a 1 on 1 talk by og ragey. Guaranteed everyone will behave. Reeee.,0.19413853534045855,0.3078259885900739,0,0,32,135,0,0.0,0,77314
4429,@USER She is a fake a fraud and a democrat activist plant. She is a tool to try to derail the process and then to later drum up votes for democrats claiming conservatives don't care about victims. If Democrats cared if they wouldn't cheapen real victims with fakes.,0.6487445713046587,0.7619372807079124,1,1,54,265,0,0.0,1,31987
4431,@USER @USER Yall need to chill he is having a really abysmal 2nd half. Rizzo had an abysmal 1st half. Its baseball it happens. Does he have things he still needs to work on yes. Has the power numbers dropped yes..... but he could bounce back at anytime. URL,0.155847773045521,0.26020143184909333,0,0,57,257,0,0.0,0,49996
4433,@USER Don’t believe that.,0.17154640217036538,0.07723878631706027,0,0,8,25,0,0.0,0,97874
4444,@USER pay close attention he is the same guy that warned us that 45 was a con man,0.4012771459512045,0.8081429319426555,0,1,19,81,0,0.0,0,22457
4453,@USER @USER Far left Antifa just a bunch of bullies who get brave when in a mob confronting a few  seems everyone is a nazi if they have a different opinion,0.715175404439121,0.6103663802201947,1,1,33,156,0,0.0,1,66728
4456,"@USER Josh, thanks for including COCK-A-DOODLE OOPS! in this list of amazingly illustrated picture books!  I love Deborah Zemke's just before sunrise"" illustrations!""",0.09384395939201785,0.06928941251462153,0,0,31,166,0,0.0,0,68421
4459,@USER @USER Cats are the Antifa of the animal world,0.24621603173464815,0.14199377635162605,0,0,12,51,0,0.0,0,14672
4473,@USER How do you know he is? Because he said he is? Lol,0.07389651515340372,0.09999630577091607,0,0,16,55,0,0.0,0,23342
4481,@USER Clown who cares about you or the nfl.  #NFLFreeSundays,0.1179272079171405,0.7817474585872224,0,1,13,60,0,0.0,1,77413
4498,@USER @USER We already have gun control.  Who would have thought that criminals wouldn't follow the law?  Let's make more laws telling them not to break THOSE laws!,0.3023910826779019,0.25748491879606367,0,0,35,164,0,0.0,0,97022
4501,@USER Well sure she would lend her support to the lying heifer making the false accusations. She has no more intelligence than the rest of the liberals acting out sombody!,0.6384972353472438,0.5248437213644833,1,1,33,171,0,0.0,1,48537
4504,@USER josh as slave leia,0.18148070119423448,0.4920508407340002,0,0,6,24,0,0.667,1,13720
4507,@USER @USER @USER So then why was it cool for all the other candidates to discuss issues with Russia over multiple decades?,0.08359066775394157,0.06797852166050243,0,0,26,123,0,0.0,0,45406
4513,@USER @USER He is a man who allowed the wife of one of his coaches to be abused for years while he covered it up. AND threw everyone including his own wife under the bus to help himself when all of his lies (he never thought anyone would know)came out. He is a total pos,0.9032942067038785,0.7081116615507117,1,1,62,270,0,0.0,1,56870
4516,@USER @USER @USER Like liberals push more gun control laws to suppress our right to own arms?,0.19163004957349627,0.12597651792485468,0,0,21,93,0,0.0,0,30952
4518,@USER Someone  needs to give this woman a puppy.  She is not enjoying life.,0.3812051687037611,0.15817435274843172,0,0,17,75,0,0.0,0,18020
4530,"@USER @USER @USER @USER  Flake shld end his search for relevancy"". He's RINO filled w hatred for POTUS. #Despicable behavior""",0.27270192901934626,0.3761073956930687,0,0,30,125,0,0.0,1,82139
4539,@USER @USER Check out my blog post on scooters!,0.11571067491231829,0.07257095195758342,0,0,12,47,0,0.0,0,50567
4548,@USER @USER @USER We’re so far beyond tax returns. This crap affects all Americans and liberals are too stupid to wake up and understand what’s really going on. Step aside. The adults are here to do it.,0.8614216740349067,0.8942365768704994,1,1,48,202,0,0.0,1,45541
4551,#Muslims and #Islam finally got their #WhiteSupremacist #Terrorists they have wanted for so long they can harp on about and say were worse than them ..  Two 15 year old boys from #Ramsgate!  Jesus 🤔  #MAGA #MEGA #MCGA #MBGA #Conservatives #Patriots URL,0.6626327528128028,0.5030364616939724,1,1,54,252,0,0.0,0,34953
4562,@USER But he IS.,0.24917309122731443,0.06069620324500358,0,0,6,16,0,0.0,0,68284
4564,@USER @USER @USER Just imagine if the two million spent on the security for the next royal wedding were allocated elsewhere,0.10800065320372512,0.0881900448007628,0,0,24,123,0,0.0,0,80828
4566,@USER @USER @USER @USER @USER @USER @USER This is not surprising. They're conservatives and they generally lack empathy for people who aren't them.,0.08609268692211412,0.09268777863937601,0,0,34,147,0,0.0,0,33512
4567,@USER @USER @USER @USER @USER I agree. Those antifa nutjobs should be arrested before they start trouble again,0.8012368957661358,0.8254490604196459,1,1,24,110,0,0.0,1,40951
4570,@USER @USER Further proving that #LiberalismCausesMentalRetardation and #Feminists are a cancer on the American Republic,0.7914183416810985,0.574476833720857,1,1,19,120,0,0.0,1,27802
4573,@USER 👌🏻 I’ve never seen anyone talk like that on Twitter before and I’ve seen some really messed up shit,0.9094255214176165,0.8950649490007008,1,1,25,105,0,0.0,1,18688
4577,@USER @USER @USER @USER She is a wannabe Hilary Clinton.. Can’t stand that woman and anything that the NDP stands for. I believe that they are even more dangerous than the liberals!,0.47221949637336336,0.6137286274135052,0,1,41,181,0,0.0,1,84588
4579,@USER @USER @USER Why would Feinstein even waste paper on this anonymous letter she is not well.,0.08254930226402814,0.1599377383048429,0,0,21,96,0,0.0,0,36526
4589,@USER @USER She's tragic because she is an idiot and because she had tremendous internalized misogyny.   I think of the moment we are in the grips of as the Tyranny of the Half-idiot.,0.887351101319114,0.8934954109827611,1,1,38,183,1,0.0,1,49277
4592,.@USER offers a different view on why liberals outnumber conservatives at universities: URL URL,0.1043403490789412,0.07850097854158136,0,0,17,95,0,0.0,0,94038
4596,@USER Yes she is,0.06742377910460126,0.06406543241738034,0,0,5,16,0,0.0,0,84691
4597,@USER @USER @USER It's difficult to talk to liberals like you with a serious mental disorder read the book by Michael Savage Liberalism is a Mental Disorder check it out on Amazon,0.2886693472719997,0.26298377315632554,0,0,36,179,0,0.0,1,90166
4600,@USER She is one of our greatest so you be thrown under the bus for that bad judgment.,0.19200852762019774,0.2593563911853351,0,0,20,86,0,0.0,0,75452
4618,@USER @USER I seriously believe he is evil..,0.8487216007111211,0.8495347941096542,1,1,11,44,0,0.0,1,43712
4620,@USER @USER He is truly adorable. Happy Birthday baby boy😘,0.06985835509709062,0.063019471575115,0,0,13,58,0,0.0,0,67518
4624,@USER you and me both!! #chatterbox,0.06221698130939032,0.06465348835622392,0,0,10,35,0,0.0,0,98501
4626,🛑 Ntknetwork News 🛑 👉 'RNC Has Raised Over $250 Million for the 2018 Midterms' #MAGA￼🇺🇸#2A #Prolife URL,0.1954404803291844,0.07626996618067047,0,0,24,103,0,0.0,0,25820
